GDP
Moldova,11915547262.656105
Madagascar,13056079982.388718
Maldives,3742769967.427981
Middle East & North Africa,3035580428041.8135
Mexico,1073915880822.5043
Marshall Islands,244462400.0
Middle income,30535343464998.676
North Macedonia,12263710122.764538
Mali,17465392915.915257
Malta,14647384607.603998
Myanmar,79852046610.96756
Middle East & North Africa (excluding high income),1195745981528.3965
Montenegro,4769860740.740742
Mongolia,13312981594.573015
Northern Mariana Islands,
Mozambique,14019446610.196314
Mauritania,7913680231.182796
Mauritius,10920606197.692831
Malawi,12182348212.707338
Malaysia,337006066373.2604
North America,22605296107568.367
Namibia,10619194505.354334
New Caledonia,
Niger,13741378450.136036
Nigeria,432293776262.39795
Nicaragua,12621505382.606188
Netherlands,913865395789.8857
Norway,362198318435.2599
Nepal,33657175561.329033
Nauru,114626625.55302319
New Zealand,210700848973.50858
OECD members,52392675685741.234
Oman,73971391417.42523
Other small states,375853309054.9654
Pakistan,262610002938.5093
Panama,53977036995.1729
Peru,202014363787.23282
Philippines,361489325230.73065
Palau,257700000.0
Papua New Guinea,24668899683.429886
Poland,596624355719.6708
Pre-demographic dividend,1293147607836.5146
Puerto Rico,103138300000.0
"Korea, Dem. People's Rep.",
Portugal,228539245045.3407
Paraguay,35670301496.10609
West Bank and Gaza,15561300000.0
Pacific island small states,9530487871.908192
Post-demographic dividend,49594473170967.9
French Polynesia,
Qatar,144411363345.27008
Romania,248715551366.63525
Russia,1483497784867.6025
Rwanda,10333991455.544306
South Asia,3386420411905.0977
Saudi Arabia,700117873253.3334
Sudan,21329109521.80767
Senegal,24644234594.656574
Singapore,339998477929.9848
Solomon Islands,1545888426.2303066
Sierra Leone,4063289449.587954
El Salvador,24638720000.0
San Marino,
Somalia,6965285324.522068
Serbia,53335016425.41485
Sub-Saharan Africa (excluding high income),1704320048486.975
South Sudan,
Sub-Saharan Africa,1705379934850.6116
Small states,451423668844.1662
Sao Tome and Principe,472914469.9193296
Suriname,2884248048.4906826
Slovak Republic,105172564491.56917
Slovenia,53589609580.70988
Sweden,541220059459.25006
Eswatini,3972728948.4708834
Sint Maarten (Dutch part),
Seychelles,1059886363.6363635
Syrian Arab Republic,
Turks and Caicos Islands,924583000.0
Chad,10829076801.729021
East Asia & Pacific (IDA & IBRD countries),17426659793626.225
Europe & Central Asia (IDA & IBRD countries),3876733319266.9497
Togo,7574636978.661729
Thailand,501643653514.9247
Tajikistan,8194150301.785524
Turkmenistan,
Latin America & the Caribbean (IDA & IBRD countries),4478206456171.963
Timor-Leste,1902156800.0
Middle East & North Africa (IDA & IBRD countries),1180179221398.0002
Tonga,488829964.0708195
South Asia (IDA & IBRD),3386420411905.0977
Sub-Saharan Africa (IDA & IBRD countries),1705379934850.612
Trinidad and Tobago,21588037504.999184
Tunisia,41620349986.30885
Turkey,719954821683.3096
Tuvalu,48855550.20301425
Tanzania,62409709110.95378
Uganda,37600368180.93995
Ukraine,155498989149.5873
Upper middle income,23150665555175.715
Uruguay,53628827440.35817
United States,20953030000000.0
Uzbekistan,59929951114.35984
St. Vincent and the Grenadines,807474074.074074
"Venezuela, RB",
British Virgin Islands,
Virgin Islands (U.S.),
Vietnam,271158442448.537
Vanuatu,881547928.5838101
World,84746978784172.84
Samoa,807100820.6481318
Kosovo,7716925356.125357
"Yemen, Rep.",
South Africa,335442101366.41736
Zambia,18110631358.31139
Zimbabwe,18051170798.941048
